
# Efinity Interface Configuration
# Version: 2023.2.307.5.10
# Date: 2024-11-09 23:11

# Copyright (C) 2013 - 2023 Efinix Inc. All rights reserved.

# [required | optional] (input|output|clkout), x, y, z, __bypass__|[~|!]<clock>, [[~|!]<pin_name>] | __vcc__ | __gnd__
clkout, 130, 148, -1, io_memoryClk
clkout, 0, 41, -1, io_systemClk
clkout, 0, 43, -1, io_systemClk
clkout, 0, 66, -1, io_systemClk
clkout, 0, 67, -1, io_systemClk
clkout, 0, 69, -1, io_systemClk
clkout, 0, 70, -1, io_systemClk
output, 115, 483, 0, __bypass__, system_gpio_0_io_write[3]
output, 127, 483, 0, __bypass__, system_gpio_0_io_writeEnable[0]
output, 112, 483, 2, __bypass__, system_gpio_0_io_writeEnable[1]
output, 116, 483, 0, __bypass__, system_gpio_0_io_writeEnable[2]
output, 117, 483, 0, __bypass__, system_gpio_0_io_writeEnable[3]
input, 0, 51, 1, __bypass__, system_i2c_0_io_scl_read
output, 0, 51, 0, __bypass__, system_i2c_0_io_scl_write
output, 0, 52, 0, __bypass__, system_i2c_0_io_scl_writeEnable
input, 0, 56, 1, __bypass__, system_i2c_0_io_sda_read
output, 0, 56, 0, __bypass__, system_i2c_0_io_sda_write
output, 0, 57, 0, __bypass__, system_i2c_0_io_sda_writeEnable
input, 0, 66, 1, __bypass__, system_spi_0_io_data_0_read
output, 0, 66, 0, __bypass__, system_spi_0_io_data_0_write
output, 0, 67, 0, __bypass__, system_spi_0_io_data_0_writeEnable
input, 0, 69, 1, __bypass__, system_spi_0_io_data_1_read
output, 0, 69, 0, __bypass__, system_spi_0_io_data_1_write
output, 0, 70, 0, __bypass__, system_spi_0_io_data_1_writeEnable
output, 0, 42, 0, __bypass__, system_spi_0_io_sclk_write
output, 0, 40, 0, __bypass__, system_spi_0_io_ss
input, 95, 483, 3, __bypass__, system_uart_0_io_rxd
output, 90, 483, 0, __bypass__, system_uart_0_io_txd
input, 128, 0, 3, __bypass__, systemClk_locked
required output, 127, 0, 2, __bypass__, systemClk_rstn
